bytes	files	directory
2833171913	3137	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep310/icp_replay_dataset
3584196290	4069	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep319/icp_replay_dataset
4947088962	6018	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep324/icp_replay_dataset
3746035610	4482	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep351/icp_replay_dataset
1430766378	1606	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep366/icp_replay_dataset
5181730056	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep367/icp_replay_dataset
5146675751	6018	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep470/icp_replay_dataset
1174214505	1215	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep479/icp_replay_dataset
4828077853	6014	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep484/icp_replay_dataset
5401047231	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep490/icp_replay_dataset
5038643050	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep517/icp_replay_dataset
5272844563	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep534/icp_replay_dataset
1192143810	1335	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep539/icp_replay_dataset
5213607358	6015	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep555/icp_replay_dataset
5276894294	6021	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep579/icp_replay_dataset
2229324015	2573	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep581/icp_replay_dataset
5346326114	6018	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep5/icp_replay_dataset
5549686737	6014	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep646/icp_replay_dataset
1102547217	1273	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep647/icp_replay_dataset
1451304807	1721	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep656/icp_replay_dataset
1403148139	1544	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep658/icp_replay_dataset
5360913636	6014	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep669/icp_replay_dataset
5290249971	6015	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep670/icp_replay_dataset
4131632230	4664	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep671/icp_replay_dataset
1580760760	1745	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep688/icp_replay_dataset
5394149274	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep696/icp_replay_dataset
1212610419	1316	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep783/icp_replay_dataset
480064537	524	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep784/icp_replay_dataset
663348307	704	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep785/icp_replay_dataset
5218205291	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep806/icp_replay_dataset
2971426969	3396	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep813/icp_replay_dataset
1303418748	1460	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep814/icp_replay_dataset
744117138	840	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep815/icp_replay_dataset
4835781056	5322	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep829/icp_replay_dataset
5518320894	6012	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep844/icp_replay_dataset
1502191633	1788	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep86/icp_replay_dataset
1490890088	1696	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep888/icp_replay_dataset
5365857965	6014	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep889/icp_replay_dataset
5545384977	6011	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep88/icp_replay_dataset
2935607977	3250	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep89/icp_replay_dataset
5099369606	6022	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep95/icp_replay_dataset
5073572969	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep961/icp_replay_dataset
5321028359	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_stopgate_redesign_no_yaw_align_highsuccess100ep_20260813_ep962/icp_replay_dataset
1011648410	1133	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep1002/icp_replay_dataset
802781452	903	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep1003/icp_replay_dataset
81482338	95	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep1004/icp_replay_dataset
206522442	199	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep1038/icp_replay_dataset
5377662002	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep1040/icp_replay_dataset
1157270710	1321	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep1062/icp_replay_dataset
5281572870	6022	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep187/icp_replay_dataset
1849102514	2213	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep189/icp_replay_dataset
1493890904	1686	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep19/icp_replay_dataset
1577681850	1758	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep205/icp_replay_dataset
2764673572	3022	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep20/icp_replay_dataset
3622483401	4229	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep226/icp_replay_dataset
5219426029	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep228/icp_replay_dataset
689573933	703	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep233/icp_replay_dataset
4711129267	5386	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep264/icp_replay_dataset
1453749601	1767	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep266/icp_replay_dataset
5484589657	6020	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep268/icp_replay_dataset
2043073290	2484	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep271/icp_replay_dataset
1623096121	1866	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep276/icp_replay_dataset
5254667171	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep291/icp_replay_dataset
1564708029	1899	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep295/icp_replay_dataset
1093691899	1124	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep304/icp_replay_dataset
1135810548	1254	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep310/icp_replay_dataset
547737490	570	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep319/icp_replay_dataset
4978130666	6018	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep324/icp_replay_dataset
5229264114	6018	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep344/icp_replay_dataset
2710807084	3277	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep351/icp_replay_dataset
1725586339	2090	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep353/icp_replay_dataset
5439517364	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep366/icp_replay_dataset
5133131184	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep367/icp_replay_dataset
1093282736	1220	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep368/icp_replay_dataset
5135007452	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep376/icp_replay_dataset
5707292502	6012	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep426/icp_replay_dataset
1257837768	1332	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep427/icp_replay_dataset
573096423	609	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep428/icp_replay_dataset
942672445	1005	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep463/icp_replay_dataset
1845537413	2022	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep470/icp_replay_dataset
1187276248	1218	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep476/icp_replay_dataset
1402883532	1505	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep479/icp_replay_dataset
4604047854	5653	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep484/icp_replay_dataset
5092170235	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep489/icp_replay_dataset
5541342582	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep490/icp_replay_dataset
5233082915	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep491/icp_replay_dataset
1833819466	2029	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep498/icp_replay_dataset
4316127675	6016	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep4/icp_replay_dataset
2701340276	2972	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep517/icp_replay_dataset
5076146724	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep534/icp_replay_dataset
6173890227	6015	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep539/icp_replay_dataset
1560999857	1682	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep555/icp_replay_dataset
1796371452	2191	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep566/icp_replay_dataset
5053532235	6021	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep579/icp_replay_dataset
5353256587	6023	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep581/icp_replay_dataset
1541700651	1801	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep5/icp_replay_dataset
222704374	250	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep621/icp_replay_dataset
4634107762	6014	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep645/icp_replay_dataset
827963475	913	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep646/icp_replay_dataset
760153597	883	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep647/icp_replay_dataset
2457099198	2911	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep653/icp_replay_dataset
1581822919	1927	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep656/icp_replay_dataset
1375414893	1514	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep658/icp_replay_dataset
4974810898	6014	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep669/icp_replay_dataset
1771217663	2135	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep670/icp_replay_dataset
1143006797	1304	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep671/icp_replay_dataset
5256155283	5736	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep679/icp_replay_dataset
5530038034	6022	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep680/icp_replay_dataset
429760264	460	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep687/icp_replay_dataset
378646731	401	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep688/icp_replay_dataset
1248261463	1459	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep696/icp_replay_dataset
1457467711	1695	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep705/icp_replay_dataset
1729925815	2011	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep733/icp_replay_dataset
610425556	674	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep783/icp_replay_dataset
5472329478	6014	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep784/icp_replay_dataset
1290314965	1441	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep785/icp_replay_dataset
5202310569	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep806/icp_replay_dataset
945647045	1067	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep813/icp_replay_dataset
1579223159	1906	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep814/icp_replay_dataset
1158849084	1319	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep815/icp_replay_dataset
1031760937	1185	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep833/icp_replay_dataset
868506876	983	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep844/icp_replay_dataset
1719134421	2077	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep86/icp_replay_dataset
5862496387	6014	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep87/icp_replay_dataset
1178553245	1349	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep888/icp_replay_dataset
1432964490	1626	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep889/icp_replay_dataset
5330424867	6011	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep88/icp_replay_dataset
5268095423	6012	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep895/icp_replay_dataset
363061452	366	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep89/icp_replay_dataset
5239415637	6022	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep95/icp_replay_dataset
2854882621	3442	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep960/icp_replay_dataset
5162005506	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep961/icp_replay_dataset
548728346	644	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep962/icp_replay_dataset
625613098	709	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep97/icp_replay_dataset
1957267552	2388	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep993/icp_replay_dataset
2019480292	2440	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_100ep_20260815_ep994/icp_replay_dataset
1037937399	1250	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_smoke_20260815_ep264/icp_replay_dataset
5028114291	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_smoke_20260815_ep484/icp_replay_dataset
1937032915	2569	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_smoke_20260815_ep646/icp_replay_dataset
1090968485	1325	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_smoke_20260815_v2_ep264/icp_replay_dataset
1763059231	2140	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_smoke_20260815_v2_ep484/icp_replay_dataset
842132188	928	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_line2_v11veto_turngate_trendconf_smoke_20260815_v2_ep646/icp_replay_dataset
1790521352	2054	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep1004/icp_replay_dataset
1799896317	2115	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep1038/icp_replay_dataset
1682368278	1876	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep1062/icp_replay_dataset
1672954925	1874	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep189/icp_replay_dataset
1373965975	1547	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep205/icp_replay_dataset
1096453637	1247	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep20/icp_replay_dataset
1616390072	1878	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep264/icp_replay_dataset
1940233510	2299	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep268/icp_replay_dataset
1385316805	1640	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_icp_yaw_bruteforce_matched50_20260821_ep271/icp_replay_dataset
