frame_index,step,phase,hint,vlm_action,vlm_action_raw,arbitration,terminal_state,distance_to_start
357,1785,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.727
358,1790,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.689
359,1795,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.648
360,1800,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.607
361,1805,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.568
362,1810,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.530
363,1815,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.490
364,1820,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.453
365,1825,return,[Hint: anchor A10 · 1.1 m · left 22°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.416
366,1830,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.376
367,1835,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.334
368,1840,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.295
369,1845,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.254
370,1850,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.214
371,1855,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.177
372,1860,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.137
373,1865,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.096
374,1870,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.057
375,1875,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,8.018
376,1880,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.977
377,1885,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.939
378,1890,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.901
379,1895,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.860
380,1900,return,[Hint: anchor A9 · 1.4 m · left 18°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.821
381,1905,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.784
382,1910,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.743
383,1915,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.705
384,1920,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.669
385,1925,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.630
386,1930,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.590
387,1935,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.553
388,1940,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.515
389,1945,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.475
390,1950,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.437
391,1955,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.400
392,1960,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.362
393,1965,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.325
394,1970,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.290
395,1975,return,[Hint: anchor A8 · 1.6 m · forward 13°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.250
396,1980,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.214
397,1985,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.182
398,1990,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.148
399,1995,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.114
400,2000,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.084
401,2005,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.052
402,2010,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,7.021
403,2015,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.993
404,2020,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.964
405,2025,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.932
406,2030,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.899
407,2035,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.869
408,2040,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.834
409,2045,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.803
410,2050,return,[Hint: anchor A8 · 1.0 m · left 17°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.774
411,2055,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.742
412,2060,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.708
413,2065,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.678
414,2070,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.645
415,2075,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.614
416,2080,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.584
417,2085,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.553
418,2090,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.521
419,2095,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.489
420,2100,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.458
421,2105,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.424
422,2110,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.395
423,2115,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.365
424,2120,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.334
425,2125,return,[Hint: anchor A7 · 1.1 m · right 19°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.303
426,2130,return,[Hint: anchor A6 · 1.4 m · right 53°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.275
427,2135,return,[Hint: anchor A6 · 1.4 m · right 53°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.252
428,2140,return,[Hint: anchor A6 · 1.4 m · right 53°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.243
429,2145,return,[Hint: anchor A6 · 1.4 m · right 53°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.239
430,2150,return,[Hint: anchor A6 · 1.4 m · right 53°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.235
431,2155,return,[Hint: anchor A6 · 1.3 m · right 47°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.231
432,2160,return,[Hint: anchor A6 · 1.3 m · right 47°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.224
433,2165,return,[Hint: anchor A6 · 1.3 m · right 47°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.220
434,2170,return,[Hint: anchor A6 · 1.3 m · right 47°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.216
435,2175,return,[Hint: anchor A6 · 1.3 m · right 47°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,6.212
436,2180,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.205
437,2185,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.184
438,2190,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.152
439,2195,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.116
440,2200,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.081
441,2205,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.041
442,2210,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,6.006
443,2215,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.972
444,2220,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.935
445,2225,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.898
446,2230,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.863
447,2235,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.827
448,2240,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.791
449,2245,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.757
450,2250,return,[Hint: anchor A6 · 1.3 m · right 38°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.722
451,2255,return,[Hint: anchor A6 · 1.0 m · right 63°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.691
452,2260,return,[Hint: anchor A6 · 1.0 m · right 63°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.677
453,2265,return,[Hint: anchor A6 · 1.0 m · right 63°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.676
454,2270,return,[Hint: anchor A6 · 1.0 m · right 63°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.678
455,2275,return,[Hint: anchor A6 · 1.0 m · right 63°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.679
456,2280,return,[Hint: anchor A6 · 0.9 m · right 55°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.676
457,2285,return,[Hint: anchor A6 · 0.9 m · right 55°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.672
458,2290,return,[Hint: anchor A6 · 0.9 m · right 55°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.668
459,2295,return,[Hint: anchor A6 · 0.9 m · right 55°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.665
460,2300,return,[Hint: anchor A6 · 0.9 m · right 55°],VLM: turn right,The next action is turn right 15 degree.,→ EXECUTED,,5.662
461,2305,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.660
462,2310,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.654
463,2315,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.648
464,2320,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.643
465,2325,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.638
466,2330,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.633
467,2335,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.629
468,2340,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.627
469,2345,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.621
470,2350,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.615
471,2355,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.608
472,2360,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.602
473,2365,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.597
474,2370,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.593
475,2375,return,[Hint: anchor A6 · 0.9 m · right 47°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,5.591
476,2380,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.579
477,2385,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.558
478,2390,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.527
479,2395,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.491
480,2400,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.458
481,2405,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.423
482,2410,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.384
483,2415,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.349
484,2420,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.315
485,2425,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.276
486,2430,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.237
487,2435,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.201
488,2440,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.163
489,2445,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.124
490,2450,return,[Hint: anchor A5 · 1.7 m · forward 1°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.089
491,2455,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,5.054
492,2460,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,5.014
493,2465,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.975
494,2470,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.939
495,2475,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.900
496,2480,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.862
497,2485,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.826
498,2490,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.789
499,2495,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.748
500,2500,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.711
501,2505,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.674
502,2510,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.634
503,2515,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.598
504,2520,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.563
505,2525,return,[Hint: anchor A5 · 1.1 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.524
506,2530,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.484
507,2535,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.447
508,2540,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.408
509,2545,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.368
510,2550,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.333
511,2555,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.297
512,2560,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.257
513,2565,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.217
514,2570,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.180
515,2575,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.140
516,2580,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.100
517,2585,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.062
518,2590,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,4.023
519,2595,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,3.986
520,2600,return,[Hint: anchor A4 · 1.3 m · forward 12°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,3.951
521,2605,return,[Hint: anchor A3 · 1.6 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,3.919
522,2610,return,[Hint: anchor A3 · 1.6 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,3.897
523,2615,return,[Hint: anchor A3 · 1.6 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,3.884
524,2620,return,[Hint: anchor A3 · 1.6 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,3.876
525,2625,return,[Hint: anchor A3 · 1.6 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,3.868
526,2630,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.856
527,2635,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.830
528,2640,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.789
529,2645,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.747
530,2650,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.709
531,2655,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.669
532,2660,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.631
533,2665,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.594
534,2670,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.555
535,2675,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.515
536,2680,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.478
537,2685,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.436
538,2690,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.396
539,2695,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.359
540,2700,return,[Hint: anchor A3 · 1.5 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.319
541,2705,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.277
542,2710,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.237
543,2715,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.198
544,2720,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.157
545,2725,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.119
546,2730,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.081
547,2735,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.040
548,2740,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,3.000
549,2745,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.963
550,2750,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.921
551,2755,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.882
552,2760,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.845
553,2765,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.805
554,2770,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.764
555,2775,return,[Hint: anchor A3 · 0.9 m · forward 4°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.725
556,2780,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.686
557,2785,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.645
558,2790,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.607
559,2795,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.569
560,2800,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.528
561,2805,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.489
